_id,fees,permits,tips,chargesPaid,soldAt,customer,seller,liabilityInsurer,liabilityCharge,cargoInsurer,cargoCharge,physicalDamageInsurer,physicalDamageCharge,wcGlUmbInsurer,wcGlUmbCharge,downPayment,createdAt,updatedAt,sellerBonus,amountReceivable,__v
6031d65bd598e87402e0efde,491.1616004864037,294.514759960284,51.40701650834043,127.01599492436279,2020-02-21T03:33:46.162Z,6031bc0dd598e87402e0efd3,6031b6a1d598e87402e0ef4c,6031bf2fd598e87402e0efd6,320.04071842557124,6031bf32d598e87402e0efd8,1282.002731739683,6031bf2dd598e87402e0efd5,324.36202474150923,6031bf33d598e87402e0efd9,637.9011058184873,929.8053643147198,2021-02-21T03:41:15.278Z,2021-02-21T03:41:15.278Z,218.63,802.79,0
6031d6acd598e87402e0efdf,151.537116892004,309.51831164306776,57.8925324456631,744.6458668841384,2020-08-14T19:13:34.541Z,6031bbfbd598e87402e0efc7,6031b69bd598e87402e0ef46,6031bf2dd598e87402e0efd5,830.4328307778325,6031bf32d598e87402e0efd8,790.5317458134255,6031bf0cd598e87402e0efd4,457.3768406485922,6031bf31d598e87402e0efd7,1073.884997533182,1919.7300863211326,2021-02-21T03:42:36.225Z,2021-02-21T03:42:36.225Z,130.04,1175.08,0
6031d6aed598e87402e0efe0,1.2355366412339475,733.0768986994462,85.13455851308159,1.264057298250851,2020-11-22T14:46:48.932Z,6031bbf7d598e87402e0efc0,6031b69cd598e87402e0ef47,6031bf32d598e87402e0efd8,1702.6665467875662,6031bf31d598e87402e0efd7,1603.023422294382,6031bf31d598e87402e0efd7,799.3842966434813,6031bf2fd598e87402e0efd6,1711.1069557064075,86.15351098204161,2021-02-21T03:42:38.725Z,2021-02-21T03:42:38.725Z,152.96,84.89,0
6031d6ecd598e87402e0efe1,217.86663159366753,57.821692573201574,77.93136340197842,647.579840526679,2020-08-13T18:18:44.245Z,6031bbeed598e87402e0efb4,6031b786d598e87402e0ef51,6031bf33d598e87402e0efd9,137.63702786044541,6031bf2dd598e87402e0efd5,1853.3786202903038,6031bf31d598e87402e0efd7,94.64318066192156,6031bf2fd598e87402e0efd6,1226.0145619471543,1582.9524203401456,2021-02-21T03:43:40.850Z,2021-02-21T03:43:40.850Z,97.43,935.37,0
6031d6ecd598e87402e0efe2,144.0664346798271,48.88988880812306,98.17264135486124,120.65920967931993,2020-11-11T19:55:09.217Z,6031bbe6d598e87402e0efa9,6031b784d598e87402e0ef4f,6031bf31d598e87402e0efd7,1332.43132877154,6031bf0cd598e87402e0efd4,1000.595484879566,6031bf33d598e87402e0efd9,517.331813798987,6031bf31d598e87402e0efd7,924.0652561037962,1366.2533543669922,2021-02-21T03:43:40.909Z,2021-02-21T03:43:40.909Z,72.55,1245.59,0
6031d6ecd598e87402e0efe3,465.7286518352826,361.5634522208171,92.95471272417986,103.21444965199153,2020-02-21T11:28:06.155Z,6031bbebd598e87402e0efaf,6031b6a0d598e87402e0ef4b,6031bf2fd598e87402e0efd6,650.120060814175,6031bf33d598e87402e0efd9,1303.8446922621501,6031bf31d598e87402e0efd7,1399.8385860306862,6031bf33d598e87402e0efd9,5.901429107789568,379.14700956730627,2021-02-21T03:43:40.947Z,2021-02-21T03:43:40.947Z,221.4,275.93,0
6031d6ecd598e87402e0efe4,330.8182964637415,420.55824271277453,69.18063571607827,286.964827011364,2021-01-09T11:14:47.757Z,6031bbedd598e87402e0efb2,6031b764d598e87402e0ef4d,6031bf2dd598e87402e0efd5,405.1671616099465,6031bf0cd598e87402e0efd4,864.2978101120821,6031bf2fd598e87402e0efd6,1649.20255317077,6031bf0cd598e87402e0efd4,378.1528119616914,668.4336714813793,2021-02-21T03:43:40.989Z,2021-02-21T03:43:40.989Z,194.19,381.47,0
6031d6edd598e87402e0efe5,270.0488117362633,715.2327524183572,93.90925412477182,533.2982952473682,2020-06-12T06:52:23.546Z,6031bbedd598e87402e0efb2,6031b69dd598e87402e0ef48,6031bf2dd598e87402e0efd5,1167.662043430609,6031bf0cd598e87402e0efd4,192.19638146655672,6031bf31d598e87402e0efd7,1102.62162797325,6031bf0cd598e87402e0efd4,997.7021745807498,1116.9657205191772,2021-02-21T03:43:41.029Z,2021-02-21T03:43:41.029Z,240.87,583.67,0
6031d6edd598e87402e0efe6,153.01227119335832,1.244845501479297,0.7056547204631558,94.80084577774736,2021-01-09T10:15:07.539Z,6031bbead598e87402e0efae,6031b69fd598e87402e0ef4a,6031bf0cd598e87402e0efd4,175.24611398653545,6031bf31d598e87402e0efd7,566.2667083960288,6031bf33d598e87402e0efd9,1942.6271807277901,6031bf32d598e87402e0efd8,1730.6322413944133,247.31267263824162,2021-02-21T03:43:41.067Z,2021-02-21T03:43:41.067Z,48.67,152.51,0
6031d6edd598e87402e0efe7,454.88483238507956,859.6678383685237,63.75006126282769,442.5612957820836,2021-01-31T15:32:52.724Z,6031bbe7d598e87402e0efaa,6031b786d598e87402e0ef51,6031bf32d598e87402e0efd8,1247.6682011119392,6031bf0cd598e87402e0efd4,1351.4051992978764,6031bf0cd598e87402e0efd4,743.1790191124318,6031bf0cd598e87402e0efd4,422.0986567317936,1419.6205552408837,2021-02-21T03:43:41.104Z,2021-02-21T03:43:41.104Z,326.42,977.06,0
6031d6edd598e87402e0efe8,264.78544060051814,998.0144827359978,66.56489548695296,393.79880382930276,2020-12-04T23:41:10.013Z,6031bc02d598e87402e0efcd,6031b764d598e87402e0ef4d,6031bf2fd598e87402e0efd6,1400.6591299349288,6031bf0cd598e87402e0efd4,1376.6824868794783,6031bf0cd598e87402e0efd4,635.6791554367682,6031bf0cd598e87402e0efd4,923.5672699891456,999.9884728176532,2021-02-21T03:43:41.135Z,2021-02-21T03:43:41.135Z,293.03,606.19,0
6031d6edd598e87402e0efe9,415.91928515442675,224.17842111085972,70.55193467714784,345.65004237493196,2020-11-14T23:52:04.745Z,6031bc00d598e87402e0efc9,6031b785d598e87402e0ef50,6031bf2dd598e87402e0efd5,528.781509313475,6031bf33d598e87402e0efd9,1625.936233854899,6031bf0cd598e87402e0efd4,1001.9865875604644,6031bf2dd598e87402e0efd5,1537.4307271824175,1615.773879036369,2021-02-21T03:43:41.169Z,2021-02-21T03:43:41.169Z,190,1270.12,0
